1002	20.0674	-0.268072	1.79129	1.74969	0	0	0	1289.63	-44.7104	18.6801	-35.9098	-19.1255	0	0	0	1391.5	42.2629	-39.7957	-9.25116	20.2496	0	0	0	1457.75	47.6392	-24.5913	-23.7864	-5.25045	0	0	0	1250.63	111.683	-9.6402	8.59026	3.62466	0	0	0	586.375	294.105	11.44	-39.2309	-2.37511	0	0	0	733	-104.425	-198.56	-42.5849	-23.0002	0	0	0	401.875	58.6643	30.8154	12.1803	-0.625108	0	0	0	327.5	5.94238	-0.923977	5.00955	-1.0001	0	0	0	272	16.4426	-1.48156	4.07318	1.24992	0	0	0	233.875	-1.08986	1.54907	1.44304	-0.625077	0	0	0	341.5	-64.0123	-20.0181	15.2896	-8.00011	0	0	0	393.125	-23.2216	4.12251	-5.07109	-4.12515	0	0	0	497.875	-30.322	5.81852	-19.0843	-1.12521	0	0	0	673.875	-62.4994	-4.64085	-12.1282	7.62474	0	0	0	1115.13	-120.606	-237.376	89.0391	-7.12521	0	0	0	1052.5	231.354	-248.392	-78.0678	4.2499	0	0	0	730.25	54.3575	-36.2488	-25.0631	8.99978	0	0	0	714	-7.43396	-9.63131	-15.1661	7.49975	0	0	0	704.125	14.3394	13.2888	-14.2342	8.12474	0	0	0	680.5	25.8169	-4.81772	-16.7599	-12.2502	0	0	0	638.875	28.9674	-15.4267	10.3817	-5.62517	0	0	0	558.375	-114.808	37.6022	15.5739	3.62474	0	0	0	649.25	39.9159	0.613477	7.13938	-0.500185	0	0	0	443.25	80.0167	1.67274	8.40773	-0.500099	0	0	0	243.375	21.5272	16.1823	3.27614	-1.62508	0	0	0	270.125	-27.4078	-7.91392	0.907655	1.6249	0	0	0	251.125	65.4319	-27.0079	-3.59878	5.12496	0	0	0	188.25	-32.4394	-20.2258	-6.70563	18.4999	0	0	0	474.75	-81.1733	15.9396	-62.8177	-20.2503	0	0	0	367.25	37.7786	73.6453	41.3133	8.24987	0	0	0	507.375	111.426	53.9577	-84.5319	-92.8752	0	0	0	
-58.9813	7.16556	-0.362133	-5.0721	2.30031	0	0	0	42.5764	125.958	23.9108	-61.2925	17.9982	0	0	0	-108.013	126.571	36.1927	-47.8509	4.55298	0	0	0	-21.9109	37.2559	8.73216	-20.7221	-0.271585	0	0	0	-11.0731	27.3206	6.57942	-15.1673	14.872	0	0	0	36.643	12.6168	-54.0314	-71.9382	17.1893	0	0	0	84.7997	78.5757	8.98173	-18.2692	-58.3446	0	0	0	-35.887	2.07265	11.9262	-13.0646	-13.7369	0	0	0	34.6203	-24.6269	-11.3127	-0.485079	0.811589	0	0	0	7.58495	21.7694	2.34696	2.52055	0.398107	0	0	0	-12.6515	-11.4348	7.69702	-8.1139	-0.942807	0	0	0	90.6748	-15.2239	-35.9549	6.53039	1.51012	0	0	0	29.2068	24.1841	-3.60422	2.30654	-0.253882	0	0	0	-34.6502	-6.3006	13.7993	18.3175	-0.819555	0	0	0	252.785	-72.3047	-32.273	-29.2291	-7.30909	0	0	0	109.731	257.186	-55.2992	-8.65528	-6.57817	0	0	0	-54.4569	-43.5426	50.6742	-78.8116	1.65233	0	0	0	-24.6048	-51.9907	83.114	53.5648	-11.3897	0	0	0	16.0242	9.91717	-2.09477	-14.841	0.178171	0	0	0	13.1514	-26.4878	-3.56072	12.9831	6.55343	0	0	0	61.2697	-38.3336	-8.64798	15.0189	-4.42213	0	0	0	88.1906	-14.3507	15.0671	-5.77834	-7.16781	0	0	0	-57.782	211.212	-25.833	-20.3879	-3.0843	0	0	0	-376.485	-0.360838	-1.06874	-0.366032	5.674	0	0	0	-252.766	-66.1045	0.451204	-4.28576	-2.02225	0	0	0	-70.5045	-34.7428	-15.1877	-2.00307	0.201963	0	0	0	-44.5236	6.14538	-5.43951	1.09824	3.01667	0	0	0	-46.6684	-7.18556	14.5584	-1.68219	-3.2172	0	0	0	-35.8431	-21.7122	45.0345	-20.0422	15.9272	0	0	0	129.994	-38.806	-0.136724	61.6063	-42.7668	0	0	0	98.5047	-63.1622	-49.4888	-9.76071	-12.8319	0	0	0	2.52885	33.2171	8.57058	27.4386	-23.047	0	0	0	
-26.6139	-11.3035	2.98744	-5.34811	1.29015	0	0	0	-29.6842	-53.1227	188.478	28.6456	-36.6691	0	0	0	0.46147	23.7847	85.9782	25.0571	26.3266	0	0	0	-11.5189	26.4789	30.7546	4.30549	14.0195	0	0	0	-2.76041	29.9313	-0.265142	0.836951	-4.06656	0	0	0	-3.27419	-24.141	-6.14541	-6.133	10.8372	0	0	0	-129.616	69.0723	-21.7743	43.6728	57.6757	0	0	0	-72.1637	-31.3883	-38.9695	-22.3054	-10.6102	0	0	0	-27.6728	-41.8909	-4.95345	-1.06171	3.71192	0	0	0	16.9032	17.8161	-3.76776	-0.498056	-1.53753	0	0	0	-5.77913	-10.8678	6.09359	-6.21635	1.18286	0	0	0	-11.2479	49.9924	-8.11762	-14.1029	6.40434	0	0	0	12.5099	-7.11134	-0.0884017	-2.02729	-7.12525	0	0	0	-31.5029	53.2956	-12.2452	-5.53619	-1.35096	0	0	0	46.7059	-4.62981	-30.1662	-13.7602	-19.3202	0	0	0	-21.9212	6.17422	90.2397	41.8801	-0.489964	0	0	0	15.5007	-3.33284	7.16062	22.0064	-21.4038	0	0	0	80.9626	32.9604	-83.8442	-35.0162	-3.6723	0	0	0	7.15305	1.56732	-32.7938	-3.48502	9.65431	0	0	0	-30.951	8.72387	-6.21859	5.49591	11.5862	0	0	0	25.9998	-42.1392	7.08726	6.79729	-3.21039	0	0	0	15.6246	52.4689	4.03296	-7.66006	-4.33718	0	0	0	129.223	-91.9457	-66.9779	15.0967	6.43229	0	0	0	6.49957	4.17092	23.719	14.9302	8.21244	0	0	0	42.5202	-23.6531	12.4372	1.67045	0.422281	0	0	0	54.6081	24.9049	5.5418	-1.77228	0.0280095	0	0	0	6.43223	6.58073	8.93458	-5.99607	-3.22198	0	0	0	-15.7205	-5.64055	-0.920482	7.56609	-0.760552	0	0	0	10.0658	-1.65586	34.9062	-4.42994	-23.2283	0	0	0	-72.387	47.5682	-39.9883	56.0738	-36.137	0	0	0	35.8988	-23.7872	-50.0683	-25.4472	-55.8528	0	0	0	-17.0667	31.9564	14.1077	23.6655	-0.856173	0	0	0	
4.72134	-20.24	10.0366	-9.41326	14.5045	0	0	0	52.8356	-71.7989	-37.5496	48.3719	19.0476	0	0	0	-42.0865	-44.9181	-20.3872	-4.55439	19.6577	0	0	0	-3.3729	-2.22506	10.5116	1.89983	0.0264003	0	0	0	-9.78956	10.0297	2.59283	7.47562	-8.10859	0	0	0	9.39742	11.1215	4.52411	-12.0366	-17.9524	0	0	0	8.57354	-23.6129	-12.4689	3.75274	25.7289	0	0	0	1.86842	-9.83843	16.7659	7.48381	-3.7931	0	0	0	-21.5554	-5.32985	6.03396	3.54053	4.72142	0	0	0	15.853	-0.38955	-6.16935	-2.00703	-0.814781	0	0	0	1.19475	-1.4811	7.57024	-3.04728	0.123656	0	0	0	2.31066	-7.78166	25.3263	-7.53777	-3.38955	0	0	0	5.31629	2.91961	8.72658	-2.56807	4.0405	0	0	0	20.3375	-14.5755	5.61058	11.6514	-2.06772	0	0	0	-42.2234	33.9008	10.2738	-3.20756	8.51616	0	0	0	-4.32525	-23.8446	-43.3339	-23.1739	18.9654	0	0	0	-9.38411	7.43247	2.03673	-3.76583	0.632676	0	0	0	-44.8408	-9.13884	26.7133	-5.98747	1.52881	0	0	0	24.5869	6.32531	-4.12565	6.84714	2.29391	0	0	0	-1.50742	16.8678	18.8389	-13.1619	1.02038	0	0	0	21.1262	13.8685	23.7979	-8.70685	-4.30079	0	0	0	6.12518	13.8116	21.9909	-8.03882	-1.06393	0	0	0	2.23773	-51.4946	63.0911	0.444881	-7.19929	0	0	0	36.9098	28.0354	6.17694	10.0271	6.99588	0	0	0	12.0635	1.02761	-9.03754	-2.48437	0.294869	0	0	0	-15.143	-5.77553	4.05797	6.10336	0.6212	0	0	0	-2.18688	-2.12535	-1.94866	2.917	0.289717	0	0	0	-10.4406	-6.59309	5.66232	1.83981	-2.54103	0	0	0	2.34524	14.1868	-29.14	-5.69702	8.15307	0	0	0	-16.001	40.9139	-47.5053	14.8709	-6.21114	0	0	0	17.3468	-13.289	13.9004	16.9649	26.1047	0	0	0	-15.9911	20.0212	10.4635	9.48179	4.59289	0	0	0	
12.7496	-24.4032	8.8493	4.03921	-7.5	0	0	0	-21.6253	7.62395	-1.66814	5.71057	-30.8749	0	0	0	-7.00056	-19.3518	-15.4054	-37.7904	-27.75	0	0	0	-0.000484555	4.01755	9.38371	6.92688	0.499998	0	0	0	0.874578	0.389975	1.27855	-0.535094	-0.125001	0	0	0	-3.87516	4.01685	-2.62475	0.301843	-0.62501	0	0	0	-45.2501	11.0484	18.1471	-32.25	33.7499	0	0	0	26.8749	46.3688	41.7107	22.494	0.875014	0	0	0	-7.25009	-0.274153	0.597244	1.27403	0.250006	0	0	0	-5.25008	-3.44778	-0.230973	2.09496	1.96079e-06	0	0	0	0.124922	-0.103463	0.298626	0.294632	-0.375001	0	0	0	8.74994	-7.95985	-2.96297	5.23627	-0.250002	0	0	0	-0.375117	0.832715	2.1628	1.92235	0.375011	0	0	0	-12.3751	13.5726	-3.20553	-4.21172	6.62501	0	0	0	-46.3751	21.0152	39.4446	-17.1062	15.375	0	0	0	-13.8753	-18.259	-14.616	-24.0594	-22.625	0	0	0	10.4996	5.6955	2.92345	-8.50491	-0.250002	0	0	0	-25.2504	-8.33176	18.9985	10.9347	1.5	0	0	0	14.9998	11.2818	-4.7875	-9.06657	-1.50001	0	0	0	-0.875207	0.626437	-0.0280039	-0.0121164	0.124995	0	0	0	14.9998	-11.1702	-4.50051	8.49225	-0.749997	0	0	0	-6.37517	2.08755	-1.76366	7.20851	9.12502	0	0	0	26.6247	22.8079	22.0127	-21.7653	-6.62504	0	0	0	42.7496	14.9215	0.0396152	-1.66023	-1.5	0	0	0	8.49971	0.68041	2.92333	2.07808	-0.250003	0	0	0	4.37484	3.97312	-0.433929	-1.77526	-0.125	0	0	0	-1.12511	-0.907856	2.06711	-2.2427	0.874999	0	0	0	19.1249	0.100369	-5.08613	0.119356	-0.875007	0	0	0	2.74993	-0.825995	-5.34516	8.5768	1.50004	0	0	0	-0.250061	23.5917	-20.6928	-12.9858	8.25002	0	0	0	-8.50006	20.198	9.24045	-3.72162	-6.99993	0	0	0	-23.8752	-3.85783	2.76003	-0.391973	0.875029	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1038.25	29.9858	-14.274	6.79485	-6.25031	0	0	0	973	33.9212	112.888	-68.6477	-29.5004	0	0	0	1359.63	-69.4425	-20.0232	-3.79419	-14.3755	0	0	0	1506.5	-28.3584	-29.3857	-8.30956	-5.2505	0	0	0	1326.13	109.479	-25.3122	21.4441	-1.62535	0	0	0	544.375	154.393	87.8106	44.6468	19.6249	0	0	0	409.5	37.1862	-3.36218	-4.19076	-4.25012	0	0	0	333	-3.00862	3.8075	2.78808	0.499891	0	0	0	345.75	-3.67937	-0.693016	0.617187	-0.500113	0	0	0	320.75	10.9781	4.03848	0.971808	0.499899	0	0	0	310.75	2.72155	1.05909	-1.36846	-0.250104	0	0	0	278.75	16.3446	1.90373	-1.42486	3.74991	0	0	0	310.375	-42.0799	-3.81933	-0.531776	9.12488	0	0	0	413.75	-2.7037	3.96599	-17.3612	-6.75016	0	0	0	370.625	-9.47257	14.9877	4.08221	5.62487	0	0	0	529.875	-127.667	71.9499	-30.7554	6.12469	0	0	0	1222.63	-66.9834	-166.914	44.6929	-17.8753	0	0	0	1097.63	53.4398	-249.889	35.364	-8.62516	0	0	0	760.25	-95.3703	-14.792	-34.0308	-13.7503	0	0	0	799.375	110.109	-11.8337	0.776874	0.8748	0	0	0	527.5	-23.454	53.9499	0.5322	16.4998	0	0	0	715.25	-77.157	43.5822	-35.2268	-15.2503	0	0	0	1290.25	-117.985	-33.1304	-46.4767	-12.2505	0	0	0	1366.88	56.1726	-18.9079	26.706	-5.62539	0	0	0	786.625	120.828	40.0405	28.0142	13.1248	0	0	0	554	68.3451	-22.1132	15.3798	-3.00012	0	0	0	365.125	9.05385	-9.81773	3.1059	1.12489	0	0	0	271.875	31.5825	4.28108	-0.410385	-1.87508	0	0	0	234.125	-24.5186	-1.1105	10.1809	-3.87508	0	0	0	334.25	31.8388	-12.9044	-24.6617	-14.0001	0	0	0	327.25	48.1748	3.23351	-11.3623	-16.2501	0	0	0	333.125	36.3978	-21.4443	-14.7958	-16.1251	0	0	0	
-12.8306	2.53068	1.71834	-4.29725	-2.38159	0	0	0	-13.5602	-64.6367	117.439	-18.7825	-46.8774	0	0	0	175.844	-9.00056	-3.53616	-3.88027	11.4852	0	0	0	4.24656	74.0092	48.0603	15.7355	4.57872	0	0	0	-30.9032	2.03163	0.0795562	-12.2185	5.31455	0	0	0	-42.9928	77.294	-18.79	1.42505	0.378852	0	0	0	-18.6428	-81.5803	-24.6695	-1.32416	0.923479	0	0	0	-42.9607	28.799	9.35604	7.79889	3.46079	0	0	0	-68.9152	-3.95629	-3.49609	0.193628	0.427635	0	0	0	-42.735	-7.1379	-9.31817	0.647291	-1.44929	0	0	0	-52.5457	-5.80671	3.25376	2.76553	0.559383	0	0	0	-34.2287	-1.54778	0.0637346	-0.550478	-2.29862	0	0	0	32.0236	-41.4617	-8.29236	-3.66046	3.97186	0	0	0	53.1566	44.6386	6.8652	-6.76757	-0.47105	0	0	0	29.7375	-2.70622	0.75207	7.55809	-9.49412	0	0	0	138.459	-134.81	74.8529	-17.9821	-15.3419	0	0	0	91.4669	283.798	-48.0285	2.08018	-2.1793	0	0	0	-209.296	18.2715	-80.9349	-51.6889	-35.2332	0	0	0	-221.097	25.1133	13.2323	7.27644	11.5292	0	0	0	-171.757	-66.9352	6.24153	-2.73235	11.1285	0	0	0	111.025	-9.85674	-63.6909	-14.4679	-3.22551	0	0	0	-9.08225	81.5176	-56.9454	1.61705	-0.0467127	0	0	0	-72.261	-68.9644	-42.8183	7.12158	-6.74872	0	0	0	-57.8064	-3.96683	9.10633	-7.80099	1.36729	0	0	0	20.2949	0.256706	16.1264	-4.63898	-5.59453	0	0	0	-0.326637	49.6654	-18.7892	6.77883	1.72107	0	0	0	4.98013	-23.6128	-22.2996	-10.6722	0.92258	0	0	0	20.4274	38.9744	-8.39782	-17.7871	8.81647	0	0	0	-28.0552	43.7254	3.73479	-6.50032	-0.549802	0	0	0	-160.962	35.8602	9.9439	-1.06132	4.08231	0	0	0	-167.568	46.3104	10.6551	-17.7611	-13.7943	0	0	0	-23.5323	-35.8414	-5.46593	-22.2479	-11.6034	0	0	0	
