0	7.23607
0.005	11.6922
0.01	11.3339
0.015	6.84995
0.02	1.34525
0.025	-2.08984
0.03	-2.53261
0.035	-1.44462
0.04	-0.940579
0.045	-1.70043
0.05	-2.35114
0.055	-0.840481
0.06	3.41269
0.065	8.51322
0.07	11.2218
0.075	9.41487
0.08	3.89085
0.085	-2.00977
0.09	-4.76576
0.095	-3.20627
0.1	0.763923
0.105	3.79069
0.11	3.72547
0.115	1.1931
0.12	-1.12689
0.125	-0.838367
0.13	2.16966
0.135	5.68342
0.14	7.05942
0.145	5.42763
0.15	2.35116
0.155	0.411012
0.16	0.940563
0.165	2.85637
0.17	3.61332
0.175	1.5134
0.18	-2.58125
0.185	-5.64169
0.19	-4.76582
0.195	0.425538
0.2	7.23595
0.205	11.6922
0.21	11.334
0.215	6.85008
0.22	1.34536
0.225	-2.08979
0.23	-2.53263
0.235	-1.44465
0.24	-0.940574
0.245	-1.7004
0.25	-2.35115
0.255	-0.840557
0.26	3.41256
0.265	8.5131
0.27	11.2217
0.275	9.41499
0.28	3.89105
0.285	-2.00961
0.29	-4.76574
0.295	-3.20639
0.3	0.763771
0.305	3.79062
0.31	3.72553
0.315	1.19322
0.32	-1.12684
0.325	-0.838448
0.33	2.1695
0.335	5.6833
0.34	7.05943
0.345	5.42776
0.35	2.35129
0.355	0.411044
0.36	0.940494
0.365	2.85629
0.37	3.61334
0.375	1.51355
0.38	-2.58107
0.385	-5.64163
0.39	-4.76596
0.395	0.425249
0.4	7.23567
0.405	11.6921
0.41	11.3341
0.415	6.85032
0.42	1.34557
0.425	-2.08971
0.43	-2.53266
0.435	-1.44469
0.44	-0.940565
0.445	-1.70036
0.45	-2.35115
0.455	-0.840696
0.46	3.41232
0.465	8.5129
0.47	11.2217
0.475	9.41518
0.48	3.89135
0.485	-2.00939
0.49	-4.76572
0.495	-3.20654
0.5	0.763583
0.505	3.79056
0.51	3.7256
0.515	1.19334
0.52	-1.12679
0.525	-0.838523
0.53	2.16935
0.535	5.68319
0.54	7.05944
0.545	5.42787
0.55	2.35141
0.555	0.411074
0.56	0.940429
0.565	2.85622
0.57	3.61337
0.575	1.51369
0.58	-2.5809
0.585	-5.64157
0.59	-4.76609
0.595	0.42498
0.6	7.23542
