0	0
0.000125	0.939347
0.00025	0.559017
0.000375	-0.52372
0.0005	-0.769421
0.000625	-6.09846e-07
0.00075	0.559017
0.000875	0.266849
0.001	-0.181635
0.001125	-0.148778
0.00125	-3.71925e-13
0.001375	-0.148778
0.0015	-0.181636
0.001625	0.266848
0.00175	0.559017
0.001875	1.41576e-06
0.002	-0.76942
0.002125	-0.523723
0.00225	0.559014
0.002375	0.939348
0.0025	3.44981e-06
0.002625	-0.939346
0.00275	-0.55902
0.002875	0.523718
0.003	0.769422
0.003125	2.63546e-06
0.00325	-0.559017
0.003375	-0.266851
0.0035	0.181635
0.003625	0.148779
0.00375	2.0044e-12
0.003875	0.148777
0.004	0.181637
0.004125	-0.266845
0.00425	-0.559018
0.004375	-9.64799e-06
0.0045	0.769416
0.004625	0.523733
0.00475	-0.559
0.004875	-0.939354
0.005	-2.5625e-05
0.005125	0.939339
0.00525	0.559041
0.005375	-0.523698
0.0055	-0.769432
0.005625	-2.65913e-05
0.00575	0.559014
0.005875	0.266867
0.006	-0.181628
0.006125	-0.148786
0.00625	-3.07349e-10
0.006375	-0.148769
0.0065	-0.181645
0.006625	0.266824
0.00675	0.559022
0.006875	4.3534e-05
0.007	-0.7694
0.00712499	-0.523766
0.00724999	0.558963
0.00737499	0.939368
0.00749999	7.35475e-05
0.00762499	-0.939326
0.00774999	-0.559079
0.00787499	0.523665
0.00799999	0.769446
0.00812499	5.38576e-05
0.00824999	-0.559011
0.00837499	-0.26688
0.00849999	0.181623
0.008625	0.148789
0.00875	5.23898e-10
0.008875	0.148768
0.009	0.181646
0.009125	-0.266824
0.00925	-0.559022
0.009375	-3.7698e-05
0.0095	0.769405
0.009625	0.523754
0.00975	-0.55898
0.009875	-0.93936
0.01	-4.18873e-05
0.010125	0.939336
0.01025	0.559047
0.010375	-0.523696
0.0105	-0.769431
0.010625	-2.15394e-05
0.01075	0.559015
0.010875	0.26686
0.011	-0.181631
0.011125	-0.148782
0.01125	-4.52922e-11
0.011375	-0.148775
0.0115	-0.181638
0.011625	0.266844
0.01175	0.559018
0.011875	5.38044e-06
0.012	-0.769419
0.012125	-0.523723
0.01225	0.559016
0.012375	0.939347
0.0125	-3.81696e-06
0.012625	-0.939349
0.01275	-0.55901
0.012875	0.523728
0.013	0.769417
0.013125	-1.07784e-05
0.01325	-0.559018
0.013375	-0.26684
0.0135	0.18164
0.013625	0.148774
0.01375	8.8905e-11
0.013875	0.148783
0.014	0.18163
0.014125	-0.266863
0.01425	-0.559014
0.014375	2.69375e-05
0.0145	0.769434
0.014625	0.523691
0.01475	-0.559053
0.014875	-0.939334
0.015	4.95212e-05
0.015125	0.939362
0.01525	0.558974
0.015375	-0.523759
0.0155	-0.769402
0.015625	4.30959e-05
0.01575	0.559022
0.015875	0.266821
0.016	-0.181648
0.016125	-0.148766
0.01625	-6.54737e-10
0.016375	-0.14879
0.0165	-0.181622
0.016625	0.266883
0.01675	0.55901
0.016875	-5.92557e-05
0.017	-0.769448
0.017125	-0.52366
0.01725	0.559089
0.017375	0.939321
0.0175	-9.52254e-05
0.017625	-0.939375
0.01775	-0.558938
0.017875	0.523791
0.018	0.769387
0.018125	-7.5413e-05
0.01825	-0.559026
0.018375	-0.266801
0.0185	0.181656
0.018625	0.148759
0.01875	1.74279e-09
0.018875	0.148798
0.019	0.181614
0.019125	-0.266903
0.01925	-0.559006
0.019375	9.15743e-05
0.0195	0.769463
0.019625	0.523628
0.01975	-0.559125
0.019875	-0.939308
0.02	0.00014093
0.020125	0.939388
0.02025	0.558902
0.020375	-0.523822
0.0205	-0.769373
0.020625	0.00010773
0.02075	0.55903
0.020875	0.266781
0.021	-0.181664
0.021125	-0.148751
0.02125	-3.35306e-09
0.021375	-0.148806
0.0215	-0.181605
